sender,timestamp,text
-1.0012E+12,2024-09-24 07:05:34+00:00,"💥Egg Poacher

👉በኤሌክትሪክ የሚሰራ
👉 ከ 1_ 7 እንቁላል መቀቀል የሚያስችል 
👉ለአጠቃም ቀላል

ዋጋ፦  🏷  1000 ብር

♦️ውስን ፍሬ ነው ያለን

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-23 16:39:59+00:00,"🍗🥩🍖🍟15LITTER  SILVER CREST AIR FRAYER

➡️ ያለ ዘይት ምግብ ማብሰያ
➡️ባለ ሶስት ደረጃ ማብሰያ
➡️ በአንድ ጊዜ 15 ሊትር ምግብ ያበስሉበታል
➡️ የፈለጉትን ፍራፍሬ በፍጥነት አድርቆ ፓውደር ለማዘጋጀት የሚፈለግ
➡️ ባለሙያዎች ""ቋንጣ"" ስጋ ያደርቁበታልም
➡️1400 W ሃይል የሚጠቀም ፈጣን
➡️ ከዘይትና ቅባት ነፃ የሆነ ምግብ አብስለው በመመገብ ጤናዎን ይጠብቁ
➡️ቺፕስ ፣ሰቴክ ፣ ቺክን ማንኛውንም ነገር ያለዘይት ተፈጥሯዊ ጣዕሙን ሳይለውጥ መጥበስ የሚያስችል 
➡️ኬክ መስራት የሚያስችል

              💲 ዋጋ፦ 10500 ብር


ውስን ፍሬ ነው የቀረው ❌❌

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-23 16:35:34+00:00,"🍗🥩🍖🍟15LITTER  SILVER CREST AIR FRAYER

➡️ ያለ ዘይት ምግብ ማብሰያ
➡️ባለ ሶስት ደረጃ ማብሰያ
➡️ በአንድ ጊዜ 15 ሊትር ምግብ ያበስሉበታል
➡️ የፈለጉትን ፍራፍሬ በፍጥነት አድርቆ ፓውደር ለማዘጋጀት የሚፈለግ
➡️ ባለሙያዎች ""ቋንጣ"" ስጋ ያደርቁበታልም
➡️1400 W ሃይል የሚጠቀም ፈጣን
➡️ ከዘይትና ቅባት ነፃ የሆነ ምግብ አብስለው በመመገብ ጤናዎን ይጠብቁ
➡️ቺፕስ ፣ሰቴክ ፣ ቺክን ማንኛውንም ነገር ያለዘይት ተፈጥሯዊ ጣዕሙን ሳይለውጥ መጥበስ የሚያስችል 
➡️ኬክ መስራት የሚያስችል

              💲 ዋጋ፦ 10500 ብር


ውስን ፍሬ ነው የቀረው ❌❌

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-23 07:01:10+00:00,"💥 Long Sewer Cleaning Wire Spring

👉length:-1.60cm
👉Bringing more convenience to the people in their daily life.

⚡Quality iron wire and pp material
⚡Flexible spring cable and retractable claws
⚡Long enough to get deep into drains
⚡Remove any clogs and debris
⚡For kitchen, bathroom, sinks, drain, tubs, etc.


         ዋጋ፦ 500✅ ብር

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-23 07:01:10+00:00,"💥 Long Sewer Cleaning Wire Spring

👉length:-1.60cm
👉Bringing more convenience to the people in their daily life.

⚡Quality iron wire and pp material
⚡Flexible spring cable and retractable claws
⚡Long enough to get deep into drains
⚡Remove any clogs and debris
⚡For kitchen, bathroom, sinks, drain, tubs, etc.


         ዋጋ፦ 500✅ ብር

ኑሮወን የሚያቀሉ የተለያዩ እቃወች ከ #sheger_onlinestore

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819




    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-21 14:19:51+00:00,"💥 Sweat Shaper
     Slimming body shaper 

🎽የወንድ  Sweat Shaper አስመጥተናል

🎽አነስተኛ እንቅስቃሴ ሲያደርጉ የሰውነት ሙቀትን በመጨመር ሰውነታችን ውስጥ ያለን ስብ አቃጥሎ በማጥፋት የተስተካከለ ቁመና የሚያላብስ ልዩ ቴክኖሎጂ

🎽የሰውነት ክብደትን ባጭር ጊዜ ይቀንሳል 
🎽 በትንሽ እንቅስቃሴ ከፍተኛ ካሎሪን ያቃጥላል
🎽ሆዳችን ላይ ያለን ስብ በማቅለጥ ያማረ የሆድ ቅርፅ ያላብሰናል

💥የወንድ Available Size:  
📌 S/M, L/XL, 2XL/3XL

    
            ዋጋ፦ 950 ብር✅

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-21 14:19:51+00:00,"💥 Sweat Shaper
     Slimming body shaper 

🎽የወንድ  Sweat Shaper አስመጥተናል

🎽አነስተኛ እንቅስቃሴ ሲያደርጉ የሰውነት ሙቀትን በመጨመር ሰውነታችን ውስጥ ያለን ስብ አቃጥሎ በማጥፋት የተስተካከለ ቁመና የሚያላብስ ልዩ ቴክኖሎጂ

🎽የሰውነት ክብደትን ባጭር ጊዜ ይቀንሳል 
🎽 በትንሽ እንቅስቃሴ ከፍተኛ ካሎሪን ያቃጥላል
🎽ሆዳችን ላይ ያለን ስብ በማቅለጥ ያማረ የሆድ ቅርፅ ያላብሰናል

💥የወንድ Available Size:  
📌 S/M, L/XL, 2XL/3XL

    
            ዋጋ፦ 950 ብር✅

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-21 14:05:54+00:00,"💥 Sweat Shaper
     Slimming body shaper 

🎽የወንድ  Sweat Shaper አስመጥተናል

🎽አነስተኛ እንቅስቃሴ ሲያደርጉ የሰውነት ሙቀትን በመጨመር ሰውነታችን ውስጥ ያለን ስብ አቃጥሎ በማጥፋት የተስተካከለ ቁመና የሚያላብስ ልዩ ቴክኖሎጂ

🎽የሰውነት ክብደትን ባጭር ጊዜ ይቀንሳል 
🎽 በትንሽ እንቅስቃሴ ከፍተኛ ካሎሪን ያቃጥላል
🎽ሆዳችን ላይ ያለን ስብ በማቅለጥ ያማረ የሆድ ቅርፅ ያላብሰናል

💥የወንድ Available Size:  
📌 S/M, L/XL, 2XL/3XL

    
            ዋጋ፦ 950 ብር✅

🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-21 05:10:42+00:00,"💥Over Toilet Storage Rack

👉የቦታ ጥበት ካለብዎ ይሄ ያስፈልግዎታል
👉 Toilet/Kitchen ላይ ሊጠቀሙበት ይችላሉ
👉የንፅህና ዕቃዎችን፣ የግሮሰሪና ዕቃዎችን፣ ኮስሞቲክሶች እና አትክልት/ፍራፍሬዎችን ሊያስቀምጡበት ይችላሉ
👉 ግድግዳ መብሳት አያስፈልግዎትም
👉 ከጠንካራ ብረት እና ፕላስቲክ የተሰራ
👉 እርጥበትን የሚቋቋም የማይዝግ
👉 ማያያዣ ሁክ ያለው

         ዋጋ ፦1100 ብር✅✅

♦️ውስን ፍሬ ነው ያለው

    🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-21 05:10:42+00:00,"💥Over Toilet Storage Rack

👉የቦታ ጥበት ካለብዎ ይሄ ያስፈልግዎታል
👉 Toilet/Kitchen ላይ ሊጠቀሙበት ይችላሉ
👉የንፅህና ዕቃዎችን፣ የግሮሰሪና ዕቃዎችን፣ ኮስሞቲክሶች እና አትክልት/ፍራፍሬዎችን ሊያስቀምጡበት ይችላሉ
👉 ግድግዳ መብሳት አያስፈልግዎትም
👉 ከጠንካራ ብረት እና ፕላስቲክ የተሰራ
👉 እርጥበትን የሚቋቋም የማይዝግ
👉 ማያያዣ ሁክ ያለው

         ዋጋ ፦1100 ብር✅✅

♦️ውስን ፍሬ ነው ያለው

    🏢 አድራሻ  ቁ.1👉 ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-20 19:04:06+00:00,"🌟Babycook kids Food Grinder Machine 

🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
🔠#Function: Juicing, stirring, making milkshake, crushing ice, mixing

#Specification:
👉Color: Light Green, 
👉Power: 220V/50Hz
👉Heating power: 300W
👉Mixing power: 120W
👉Capacity: 190ml
👉Use time: 10-15 minutes


              ዋጋ፦ 5500ብር🔠
         

🏢 አድራሻ  ቁ.1👉 መገናኛ  ከ ዘፍ መሽ ግራንድ ሞል ወረድ ብለዉ ፊት ለ ፊት ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
-1.0012E+12,2024-09-20 19:04:06+00:00,"🌟Babycook kids  Food Grinder Machine 

🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
🔠#Function: Juicing, stirring, making milkshake, crushing ice, mixing

#Specification:
👉Color: Light Green, light pink
👉Power: 220V/50Hz
👉Heating power: 300W
👉Mixing power: 120W
👉Capacity: 190ml
👉Use time: 10-15 minutes


              ዋጋ፦5500 ✅ 
         

🏢 አድራሻ  ቁ.1👉 መገናኛ  ከ ዘፍ መሽ ግራንድ ሞል ወረድ ብለዉ ፊት ለ ፊት ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819
     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore"
